"name","race","sex","called","educ","exp","honors","volunteer","cvquality","city","fracblack","fracdropout","logincome"
"Jermaine","Black","Male","No","College +",6,"No","No","Low","Boston",0.0547352209687233,0.0156555771827698,9.32134532928467
"Jermaine","Black","Male","No","College +",14,"No","Yes","High","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Jill","White","Female","No","College +",8,"No","No","Low","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Jill","White","Female","No","College +",7,"No","No","Low","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Kareem","Black","Male","No","College +",2,"No","Yes","High","Boston",0.72772216796875,0.239583745598793,9.08182525634766
"Keisha","Black","Female","No","College +",7,"No","No","Low","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Kenya","Black","Female","No","College +",2,"No","Yes","High","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Kristen","White","Female","No","College +",8,"No","Yes","High","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Latonya","Black","Female","No","College +",8,"No","No","Low","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Latonya","Black","Female","No","College +",7,"No","No","Low","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Latonya","Black","Female","No","College +",14,"No","Yes","High","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Laurie","White","Female","No","College +",8,"No","Yes","High","Boston",0.586862146854401,0.180472582578659,9.40062999725342
"Leroy","Black","Male","No","College +",26,"No","No","Low","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Leroy","Black","Male","No","College +",6,"No","No","Low","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Leroy","Black","Male","No","College +",6,"No","No","Low","Boston",0.0114176971837878,0.168411031365395,10.3869314193726
"Leroy","Black","Male","No","College +",2,"No","Yes","High","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Matthew","White","Male","No","College +",7,"No","No","Low","Boston",0.0547352209687233,0.0156555771827698,9.32134532928467
"Meredith","White","Female","No","College +",8,"No","Yes","High","Boston",0.0498238056898117,0.0583398602902889,10.3433866500854
"Neil","White","Male","No","College +",26,"No","No","Low","Boston",0.018669743090868,0.274885416030884,9.38109493255615
"Neil","White","Male","No","College +",6,"No","No","Low","Boston",0.0902861058712006,0.080463707447052,10.5671033859253
"Neil","White","Male","No","College +",18,"No","Yes","High","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Neil","White","Male","No","College +",8,"No","Yes","High","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Rasheed","Black","Male","No","College +",2,"No","Yes","High","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Rasheed","Black","Male","No","College +",2,"No","Yes","High","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Tanisha","Black","Female","No","College +",8,"No","Yes","High","Boston",0.586862146854401,0.180472582578659,9.40062999725342
"Todd","White","Male","No","College +",7,"No","No","Low","Boston",0.018669743090868,0.274885416030884,9.38109493255615
"Todd","White","Male","No","College +",6,"No","No","Low","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Tyrone","Black","Male","No","College +",7,"No","No","Low","Boston",0.0498238056898117,0.0583398602902889,10.3433866500854
"Tyrone","Black","Male","No","College +",8,"No","Yes","High","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Allison","White","Female","No","Some college",16,"No","Yes","High","Boston",0.0114176971837878,0.168411031365395,10.3869314193726
"Jill","White","Female","No","Some college",7,"No","No","Low","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Latonya","Black","Female","No","Highschool",16,"No","No","High","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Tamika","Black","Female","No","Some college",13,"No","No","Low","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Jill","White","Female","No","Highschool",16,"No","No","High","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Kenya","Black","Female","No","Some college",1,"No","No","Low","Boston",0.72772216796875,0.239583745598793,9.08182525634766
"Kristen","White","Female","No","Some college",4,"No","No","Low","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Tamika","Black","Female","No","Some college",16,"No","Yes","High","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Brett","White","Male","No","College +",6,"No","No","Low","Boston",0.0902861058712006,0.080463707447052,10.5671033859253
"Hakim","Black","Male","No","College +",8,"No","Yes","High","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Laurie","White","Female","Yes","College +",4,"No","Yes","High","Boston",0.0111534278839827,0.0296517945826054,10.8619174957275
"Rasheed","Black","Male","No","College +",13,"No","No","Low","Boston",0.0498238056898117,0.0583398602902889,10.3433866500854
"Carrie","White","Female","No","College +",6,"No","No","Low","Chicago",0.00217499886639416,0.299457043409348,9.3661470413208
"Ebony","Black","Female","No","College +",4,"No","No","Low","Chicago",0.691106796264648,0.228157579898834,8.95995426177979
"Latonya","Black","Female","No","Some college",5,"No","Yes","High","Chicago",0.97707724571228,0.231248930096626,8.87933349609375
"Meredith","White","Female","No","College +",7,"No","No","High","Chicago",0.15995018184185,0.304798632860184,8.81031036376953
"Allison","White","Female","No","College +",5,"No","No","Low","Chicago",0.832138895988464,0.217792436480522,9.2406759262085
"Ebony","Black","Female","No","College +",15,"No","No","Low","Chicago",NA,NA,NA
"Latoya","Black","Female","No","College +",7,"No","No","High","Chicago",0.989495635032654,0.257409632205963,8.69767951965332
"Laurie","White","Female","No","Some college",6,"No","Yes","High","Chicago",0.989495635032654,0.257409632205963,8.69767951965332
"Carrie","White","Female","No","College +",13,"No","No","Low","Chicago",0.0760194286704063,0.275277256965637,9.04180335998535
"Kenya","Black","Female","No","College +",7,"No","No","High","Chicago",0.000904412940144539,0.127147987484932,10.074200630188
"Lakisha","Black","Female","No","College +",9,"Yes","No","Low","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Meredith","White","Female","No","College +",10,"No","No","High","Chicago",0.051354181021452,0.0744308531284332,10.5600481033325
"Aisha","Black","Female","No","College +",8,"No","No","Low","Chicago",0.832138895988464,0.217792436480522,9.2406759262085
"Anne","White","Female","No","Some college",8,"No","Yes","High","Chicago",0.270733058452606,0.148723587393761,9.43843173980713
"Kristen","White","Female","No","College +",8,"No","No","Low","Chicago",0.15995018184185,0.304798632860184,8.81031036376953
"Tanisha","Black","Female","No","College +",8,"No","Yes","High","Chicago",0.454302966594696,0.248141512274742,9.291090965271
"Anne","White","Female","No","College +",25,"No","No","Low","Chicago",0.116623893380165,0.139842763543129,9.93372535705566
"Anne","White","Female","No","College +",21,"No","No","High","Chicago",0.0498218461871147,0.0982826873660088,10.2019987106323
"Ebony","Black","Female","No","Some college",6,"No","No","Low","Chicago",0.989495635032654,0.257409632205963,8.69767951965332
"Tanisha","Black","Female","No","College +",6,"No","Yes","High","Chicago",0.948766648769379,0.184819981455803,9.19125938415527
"Kenya","Black","Female","No","College +",4,"No","Yes","High","Chicago",0.102952741086483,0.230278670787811,9.38454532623291
"Kristen","White","Female","No","Some college",3,"No","Yes","High","Chicago",0.336165100336075,0.108847863972187,10.4121408462524
"Meredith","White","Female","No","Highschool",4,"No","No","Low","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Tanisha","Black","Female","No","Some college",6,"No","No","Low","Chicago",0.0498218461871147,0.0982826873660088,10.2019987106323
"Aisha","Black","Female","No","College +",11,"No","Yes","High","Chicago",0.0145169924944639,0.116202838718891,9.71866321563721
"Carrie","White","Female","No","Some college",13,"No","No","Low","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Latonya","Black","Female","No","College +",11,"No","No","Low","Chicago",0.116623893380165,0.139842763543129,9.93372535705566
"Laurie","White","Female","No","Some college",12,"No","Yes","High","Chicago",0.0760194286704063,0.275277256965637,9.04180335998535
"Ebony","Black","Female","No","College +",7,"No","No","High","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Jill","White","Female","Yes","Some college",8,"No","Yes","High","Chicago",0.747554898262024,0.140018120408058,9.49001502990723
"Keisha","Black","Female","No","College +",8,"No","No","Low","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Laurie","White","Female","No","Some college",9,"No","No","Low","Chicago",0.00341868889518082,0.213802114129066,9.55796432495117
"Ebony","Black","Female","No","College +",5,"No","Yes","High","Chicago",0.0145169924944639,0.116202838718891,9.71866321563721
"Emily","White","Female","No","College +",4,"No","No","Low","Chicago",0.38209193944931,0.182862967252731,9.53488445281982
"Laurie","White","Female","No","College +",5,"No","Yes","High","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Tamika","Black","Female","No","College +",4,"No","No","Low","Chicago",0.0452748835086823,0.0308120734989643,11.0786600112915
"Jill","White","Female","No","College +",5,"No","No","Low","Chicago",0.0498218461871147,0.0982826873660088,10.2019987106323
"Lakisha","Black","Female","No","Some college",6,"No","Yes","High","Chicago",0.0145169924944639,0.116202838718891,9.71866321563721
"Latoya","Black","Female","No","College +",5,"No","No","Low","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Laurie","White","Female","No","Some college",5,"No","No","High","Chicago",0.0523599646985531,0.130112111568451,9.74337768554688
"Anne","White","Female","No","Some college",3,"No","Yes","High","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Kenya","Black","Female","No","College +",5,"Yes","No","High","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Latoya","Black","Female","No","Highschool",6,"No","No","Low","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Laurie","White","Female","No","College +",11,"No","No","Low","Chicago",0.34535950422287,0.146098926663399,10.1849002838135
"Allison","White","Female","No","College +",9,"No","Yes","High","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Jill","White","Female","No","College +",7,"No","No","Low","Chicago",0.747554898262024,0.140018120408058,9.49001502990723
"Kenya","Black","Female","No","College +",6,"No","Yes","High","Chicago",0.198823526501656,0.139711424708366,9.64749813079834
"Lakisha","Black","Female","No","Not reported",4,"No","No","Low","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Kristen","White","Female","No","College +",7,"No","Yes","High","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Latoya","Black","Female","No","College +",5,"No","No","Low","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Sarah","White","Female","No","College +",6,"No","No","Low","Chicago",0.116623893380165,0.139842763543129,9.93372535705566
"Tanisha","Black","Female","No","College +",6,"No","Yes","High","Chicago",0.00341868889518082,0.213802114129066,9.55796432495117
"Emily","White","Female","No","College +",6,"No","No","Low","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Jill","White","Female","No","College +",7,"No","Yes","High","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Lakisha","Black","Female","No","College +",5,"No","No","Low","Chicago",0.0523599646985531,0.130112111568451,9.74337768554688
"Latonya","Black","Female","No","College +",6,"No","Yes","High","Chicago",0.0145169924944639,0.116202838718891,9.71866321563721
"Neil","White","Male","No","College +",11,"No","Yes","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Tyrone","Black","Male","No","College +",10,"No","No","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Allison","White","Female","No","College +",5,"No","Yes","High","Chicago",0.0284571405500174,0.200196996331215,9.33794212341309
"Anne","White","Female","No","College +",4,"No","No","Low","Chicago",0.102952741086483,0.230278670787811,9.38454532623291
"Kenya","Black","Female","No","College +",3,"No","No","Low","Chicago",0.0452748835086823,0.0308120734989643,11.0786600112915
"Tamika","Black","Female","No","College +",4,"No","No","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Kristen","White","Female","Yes","College +",6,"No","No","Low","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Tamika","Black","Female","No","College +",6,"No","No","Low","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Anne","White","Female","No","College +",6,"No","No","Low","Chicago",0.336165100336075,0.108847863972187,10.4121408462524
"Ebony","Black","Female","No","College +",6,"No","Yes","High","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Jill","White","Female","No","College +",11,"No","Yes","High","Chicago",0.0145169924944639,0.116202838718891,9.71866321563721
"Tanisha","Black","Female","No","College +",14,"No","No","Low","Chicago",0.0498218461871147,0.0982826873660088,10.2019987106323
"Aisha","Black","Female","No","College +",6,"No","Yes","High","Chicago",0.00341868889518082,0.213802114129066,9.55796432495117
"Allison","White","Female","No","College +",14,"No","No","Low","Chicago",NA,NA,NA
"Latoya","Black","Female","No","College +",6,"No","No","Low","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Laurie","White","Female","No","College +",6,"No","Yes","High","Chicago",0.954597353935242,0.197444409132004,9.30446815490723
"Allison","White","Female","No","Highschool",3,"No","Yes","Low","Chicago",0.97707724571228,0.231248930096626,8.87933349609375
"Anne","White","Female","No","Some college",5,"No","Yes","High","Chicago",0.198823526501656,0.139711424708366,9.64749813079834
"Latonya","Black","Female","No","College +",5,"No","Yes","High","Chicago",0.0498218461871147,0.0982826873660088,10.2019987106323
"Latoya","Black","Female","No","Some college",6,"No","No","Low","Chicago",0.217249035835266,0.197265401482582,9.42294883728027
"Ebony","Black","Female","No","Highschool",6,"No","No","Low","Chicago",0.15995018184185,0.304798632860184,8.81031036376953
"Jill","White","Female","No","College +",6,"No","No","Low","Chicago",0.97707724571228,0.231248930096626,8.87933349609375
"Keisha","Black","Female","No","College +",5,"Yes","No","High","Chicago",0.989495635032654,0.257409632205963,8.69767951965332
"Laurie","White","Female","No","College +",15,"No","No","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Aisha","Black","Female","No","Highschool",9,"No","Yes","Low","Chicago",0.00341868889518082,0.213802114129066,9.55796432495117
"Emily","White","Female","No","College +",9,"Yes","No","Low","Chicago",0.747554898262024,0.140018120408058,9.49001502990723
"Jill","White","Female","No","Some college",11,"No","No","High","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Keisha","Black","Female","No","Some college",10,"No","Yes","High","Chicago",0.0498218461871147,0.0982826873660088,10.2019987106323
"Aisha","Black","Female","No","College +",6,"No","Yes","High","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Brendan","White","Male","No","Highschool dropout",10,"No","No","Low","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Brendan","White","Male","No","College +",2,"No","Yes","High","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Carrie","White","Female","No","College +",2,"No","Yes","High","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Darnell","Black","Male","No","College +",7,"No","No","Low","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Ebony","Black","Female","No","College +",8,"No","Yes","High","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Geoffrey","White","Male","No","College +",2,"No","Yes","High","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Jamal","Black","Male","No","College +",7,"No","No","Low","Boston",0,0,11.0397491455078
"Jamal","Black","Male","No","College +",8,"No","Yes","High","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Jay","White","Male","No","College +",6,"No","No","Low","Boston",0.0498238056898117,0.0583398602902889,10.3433866500854
"Jay","White","Male","No","College +",26,"No","No","Low","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Jermaine","Black","Male","No","College +",14,"No","Yes","High","Boston",0.72772216796875,0.239583745598793,9.08182525634766
"Jill","White","Female","No","College +",7,"No","No","Low","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Kareem","Black","Male","No","College +",8,"No","No","Low","Boston",0,0,11.0397491455078
"Kristen","White","Female","No","College +",18,"No","Yes","High","Boston",0.72772216796875,0.239583745598793,9.08182525634766
"Latoya","Black","Female","No","Highschool",8,"Yes","No","Low","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Leroy","Black","Male","No","College +",6,"No","No","Low","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Leroy","Black","Male","No","College +",8,"No","Yes","High","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Neil","White","Male","No","College +",10,"Yes","No","High","Boston",0.0111534278839827,0.0296517945826054,10.8619174957275
"Rasheed","Black","Male","No","College +",8,"No","Yes","High","Boston",0.586862146854401,0.180472582578659,9.40062999725342
"Sarah","White","Female","No","College +",6,"No","No","Low","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Todd","White","Male","No","College +",7,"No","No","Low","Boston",0.72772216796875,0.239583745598793,9.08182525634766
"Todd","White","Male","No","College +",2,"No","Yes","High","Boston",0.0498238056898117,0.0583398602902889,10.3433866500854
"Tremayne","Black","Male","No","College +",6,"No","No","Low","Boston",0.0111534278839827,0.0296517945826054,10.8619174957275
"Allison","White","Female","No","Some college",13,"No","No","Low","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Anne","White","Female","No","College +",9,"No","Yes","High","Boston",0.0498238056898117,0.0583398602902889,10.3433866500854
"Latoya","Black","Female","No","College +",5,"No","Yes","High","Boston",0.0498238056898117,0.0583398602902889,10.3433866500854
"Tamika","Black","Female","No","College +",11,"No","No","Low","Boston",0.72772216796875,0.239583745598793,9.08182525634766
"Latonya","Black","Female","No","Some college",13,"No","No","Low","Boston",0.018669743090868,0.274885416030884,9.38109493255615
"Laurie","White","Female","Yes","College +",9,"No","Yes","High","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Meredith","White","Female","Yes","Some college",7,"No","No","Low","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Tamika","Black","Female","Yes","College +",14,"No","Yes","High","Boston",0,0,11.0397491455078
"Emily","White","Female","No","Some college",1,"No","No","Low","Boston",0.189535841345787,0.173128113150597,9.4743185043335
"Kenya","Black","Female","No","Some college",4,"No","No","Low","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Kristen","White","Female","No","Some college",16,"No","Yes","High","Boston",0.0111534278839827,0.0296517945826054,10.8619174957275
"Tanisha","Black","Female","No","Some college",26,"Yes","Yes","High","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Ebony","Black","Female","No","Some college",4,"No","Yes","High","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Emily","White","Female","Yes","Highschool",18,"No","Yes","High","Boston",0.436394661664963,0.180402874946594,9.17378044128418
"Latoya","Black","Female","No","Some college",5,"No","No","Low","Boston",0.018669743090868,0.274885416030884,9.38109493255615
"Sarah","White","Female","No","Some college",2,"No","No","Low","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Ebony","Black","Female","No","College +",7,"No","No","Low","Boston",0.0547352209687233,0.0156555771827698,9.32134532928467
"Jill","White","Female","No","College +",8,"No","No","Low","Boston",0.0114176971837878,0.168411031365395,10.3869314193726
"Kristen","White","Female","No","Some college",8,"No","Yes","High","Boston",0,0,11.0397491455078
"Tanisha","Black","Female","No","College +",7,"No","Yes","High","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Emily","White","Female","No","College +",9,"No","Yes","High","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Kenya","Black","Female","No","College +",4,"No","No","Low","Boston",0.018669743090868,0.274885416030884,9.38109493255615
"Sarah","White","Female","No","College +",2,"No","No","Low","Boston",0.00922433286905289,0.177731290459633,9.59376430511475
"Tamika","Black","Female","No","College +",12,"Yes","Yes","High","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Ebony","Black","Female","No","Some college",7,"No","No","Low","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Kristen","White","Female","No","Highschool",19,"No","Yes","High","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Laurie","White","Female","No","Some college",1,"No","No","Low","Boston",0.0547352209687233,0.0156555771827698,9.32134532928467
"Tanisha","Black","Female","No","Some college",16,"No","Yes","High","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Allison","White","Female","Yes","College +",7,"No","No","Low","Boston",0.144843429327011,0.0688580796122551,9.64380931854248
"Ebony","Black","Female","No","College +",6,"No","No","Low","Boston",0.0111534278839827,0.0296517945826054,10.8619174957275
"Kareem","Black","Male","No","College +",6,"No","Yes","High","Boston",0.30346342921257,0.189628824591637,9.33414936065674
"Neil","White","Male","No","College +",4,"No","Yes","High","Boston",0.0498238056898117,0.0583398602902889,10.3433866500854
"Aisha","Black","Female","No","Some college",11,"No","No","High","Chicago",0.989495635032654,0.257409632205963,8.69767951965332
"Anne","White","Female","No","College +",9,"Yes","No","Low","Chicago",0.832138895988464,0.217792436480522,9.2406759262085
"Ebony","Black","Female","No","College +",9,"No","No","Low","Chicago",0.15995018184185,0.304798632860184,8.81031036376953
"Jill","White","Female","No","Some college",14,"No","Yes","High","Chicago",0.747554898262024,0.140018120408058,9.49001502990723
"Jill","White","Female","No","Some college",7,"No","Yes","High","Chicago",0.270733058452606,0.148723587393761,9.43843173980713
"Keisha","Black","Female","No","College +",5,"No","No","Low","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Lakisha","Black","Female","No","Some college",6,"No","No","High","Chicago",0.217249035835266,0.197265401482582,9.42294883728027
"Meredith","White","Female","No","College +",5,"No","No","Low","Chicago",0.104300543665886,0.101334653794765,10.5403289794922
"Aisha","Black","Female","No","Highschool",3,"No","Yes","Low","Chicago",0.00217499886639416,0.299457043409348,9.3661470413208
"Anne","White","Female","No","College +",4,"No","Yes","High","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Carrie","White","Female","No","Some college",4,"No","No","Low","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Kenya","Black","Female","No","College +",5,"No","No","High","Chicago",0.00341868889518082,0.213802114129066,9.55796432495117
"Aisha","Black","Female","No","College +",7,"No","No","High","Chicago",0.0523599646985531,0.130112111568451,9.74337768554688
"Emily","White","Female","No","Highschool",6,"No","No","Low","Chicago",0.109748370945454,0.29933825135231,9.02833843231201
"Meredith","White","Female","No","Some college",7,"No","Yes","High","Chicago",0.747554898262024,0.140018120408058,9.49001502990723
"Tanisha","Black","Female","No","College +",6,"No","No","Low","Chicago",0.0452748835086823,0.0308120734989643,11.0786600112915
"Aisha","Black","Female","No","College +",8,"No","No","Low","Chicago",0.832138895988464,0.217792436480522,9.2406759262085
"Allison","White","Female","No","Some college",8,"No","No","Low","Chicago",0.0807356685400009,0.233686774969101,9.53285884857178
"Emily","White","Female","No","College +",7,"No","Yes","High","Chicago",0.0781422555446625,0.153909876942635,9.61065864562988
"Kenya","Black","Female","No","College +",21,"No","No","High","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Allison","White","Female","No","Highschool",19,"No","Yes","Low","Chicago",0.992042720317841,0.295093417167664,8.50734519958496
"Kristen","White","Female","Yes","Some college",19,"No","Yes","High","Chicago",0.988519906997681,0.193837136030197,9.37245941162109
"Lakisha","Black","Female","Yes","College +",19,"No","Yes","Low","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Tamika","Black","Female","Yes","College +",22,"No","Yes","High","Chicago",0.00341868889518082,0.213802114129066,9.55796432495117
"Aisha","Black","Female","No","College +",5,"No","No","Low","Chicago",0.00279568345285952,0.236445277929306,9.62105846405029
"Emily","White","Female","No","Some college",5,"No","No","High","Chicago",0.0145169924944639,0.116202838718891,9.71866321563721
"Kristen","White","Female","No","College +",5,"No","No","Low","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Tanisha","Black","Female","No","Some college",6,"No","Yes","High","Chicago",0.530870318412781,0.21617366373539,9.26662635803223
"Aisha","Black","Female","No","Some college",7,"No","Yes","High","Chicago",0.181469514966011,0.258002668619156,9.19156551361084
"Carrie","White","Female","No","College +",5,"No","No","Low","Chicago",0.0807356685400009,0.233686774969101,9.53285884857178
"Meredith","White","Female","No","College +",7,"No","Yes","High","Chicago",0.116623893380165,0.139842763543129,9.93372535705566
"Tanisha","Black","Female","No","Some college",6,"No","No","Low","Chicago",0.270733058452606,0.148723587393761,9.43843173980713
"Anne","White","Female","No","College +",7,"No","Yes","High","Chicago",0.454302966594696,0.248141512274742,9.291090965271
"Jill","White","Female","No","College +",6,"No","No","Low","Chicago",0.336165100336075,0.108847863972187,10.4121408462524
"Lakisha","Black","Female","No","College +",8,"No","No","High","Chicago",0.704645395278931,0.15066847205162,9.66820812225342
"Tanisha","Black","Female","No","Some college",8,"No","No","Low","Chicago",0.000904412940144539,0.127147987484932,10.074200630188
"Emily","White","Female","No","College +",7,"No","No","High","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Latoya","Black","Female","No","College +",5,"Yes","No","High","Chicago",0.198823526501656,0.139711424708366,9.64749813079834
"Meredith","White","Female","No","Highschool",6,"No","No","Low","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Tamika","Black","Female","No","College +",6,"No","No","Low","Chicago",0.704645395278931,0.15066847205162,9.66820812225342
"Allison","White","Female","No","College +",7,"No","No","High","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Latonya","Black","Female","No","College +",3,"No","Yes","High","Chicago",0.051354181021452,0.0744308531284332,10.5600481033325
"Meredith","White","Female","No","College +",2,"No","No","Low","Chicago",0.0523599646985531,0.130112111568451,9.74337768554688
"Tamika","Black","Female","No","College +",3,"No","No","Low","Chicago",0.217249035835266,0.197265401482582,9.42294883728027
"Leroy","Black","Male","No","College +",7,"No","No","Low","Chicago",0.38209193944931,0.182862967252731,9.53488445281982
"Matthew","White","Male","No","College +",7,"No","Yes","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Neil","White","Male","No","College +",3,"No","No","Low","Chicago",0.102952741086483,0.230278670787811,9.38454532623291
"Tyrone","Black","Male","No","College +",8,"No","No","High","Chicago",0.989359557628632,0.274150967597961,8.70632457733154
"Meredith","White","Female","No","College +",6,"No","Yes","High","Chicago",0.336165100336075,0.108847863972187,10.4121408462524
"Tanisha","Black","Female","No","College +",7,"No","No","High","Chicago",0.971468806266785,0.170017540454865,9.32179260253906
"Carrie","White","Female","No","College +",21,"No","No","High","Chicago",0.116623893380165,0.139842763543129,9.93372535705566
"Emily","White","Female","No","College +",12,"Yes","No","Low","Chicago",NA,NA,NA
"Keisha","Black","Female","No","Highschool",5,"No","Yes","Low","Chicago",0.397594660520554,0.312872767448425,8.72826385498047
"Lakisha","Black","Female","No","Some college",5,"No","Yes","High","Chicago",0.198823526501656,0.139711424708366,9.64749813079834
"Allison","White","Female","No","Some college",5,"No","Yes","High","Chicago",0.512182354927063,0.257437974214554,8.73327159881592
"Ebony","Black","Female","No","College +",5,"Yes","No","High","Chicago",0.989495635032654,0.257409632205963,8.69767951965332
"Latoya","Black","Female","No","College +",9,"No","No","Low","Chicago",0.0498218461871147,0.0982826873660088,10.2019987106323
"Laurie","White","Female","No","Some college",6,"No","No","Low","Chicago",0.0164866279810667,0.238195523619652,9.44683456420898
"Allison","White","Female","No","College +",18,"No","Yes","High","Boston",0.0223919916898012,0.356164395809174,9.52098178863525
"Anne","White","Female","No","College +",8,"No","Yes","High","Boston",0,0,11.0397491455078
"Brad","White","Male","No","College +",8,"No","Yes","High","Boston",0.34248149394989,0.194318026304245,9.65425682067871
"Brett","White","Male","No","College +",7,"No","No","Low","Boston",0.0902861058712006,0.080463707447052,10.5671033859253
"Darnell","Black","Male","No","College +",8,"No","No","Low","Boston",0.0902861058712006,0.080463707447052,10.5671033859253
"Darnell","Black","Male","Yes","College +",6,"No","No","Low","Boston",0.0902861058712006,0.080463707447052,10.5671033859253
"Darnell","Black","Male","No","College +",26,"No","No","Low","Boston",0.00333586055785418,0.190750569105148,10.003830909729
"Ebony","Black","Female","No","College +",6,"No","No","Low","Boston",0.0547352209687233,0.0156555771827698,9.32134532928467
"Emily","White","Female","No","College +",6,"No","No","Low","Boston",0.899133086204529,0.224656358361244,9.22048854827881
"Geoffrey","White","Male","No","College +",7,"No","No","Low","Boston",0.0547352209687233,0.0156555771827698,9.32134532928467
